Region,Province,District,ContractID,Contractor,Road(KM),Bridge(M),Structure(M),Cost(USD),ContractSignDate,PlanStartDate,ActualStartDate,PlanCompletionDate,ActualCompletionDate,Status,LabourDay,PhysicalProgress,StatusID,ProjectID,ContractTypeID,Project,ContractorID,DistrictID,ProvinceID,SurfaceOption
North East,Baghlan,Baghlani Jadid,RRD/TF/NERAP/NRHE/BGN/040/C1/009,Community,3,,1.2,39428.05,25-May-13,5-Jun-13,30-Mar-13,4-Sep-13,29-Nov-13,Completed,2290,100.0000001,4,17,2,NERAP - MRRD - TF,2,166,15,Gravelling
North East,Baghlan,Baghlani Jadid,RRD/TF/NERAP/NRHE/BGN/040/C1/010,Community,2,,4,33482.16,13-May-13,30-May-13,30-Mar-13,27-Aug-13,29-Nov-13,Completed,2040,100,4,17,2,NERAP - MRRD - TF,2,166,15,Gravelling
North East,Baghlan,Baghlani Jadid,RRD/TF/NERAP/NRHE/BGN/040/C1/011,Community,3,,2,40936.82,13-May-13,30-May-13,30-Mar-13,27-Aug-13,29-Nov-13,Completed,2372,100.0000014,4,17,2,NERAP - MRRD - TF,2,166,15,Gravelling
North East,Baghlan,Baghlani Jadid,RRD/TF/NERAP/NRHE/BGN/040/C1/012,Community,0.65,,33,25921.29,14-Sep-13,14-Sep-13,30-Sep-13,13-Dec-13,29-Nov-13,Completed,1378,100,4,17,2,NERAP - MRRD - TF,2,166,15,Gravelling
North East,Baghlan,Nahrin,RRD/TF/NERAP/NRHE/BGN/042/C1/001,Community,1.05,,186.8,44823.48,3-Apr-13,3-May-13,3-May-13,27-Aug-13,25-Nov-13,Completed,2536,100,4,17,2,NERAP - MRRD - TF,2,164,15,Gravelling
North East,Kunduz,Kunduz,RRD/TF/NERAP/NRHE/KNZ/015/C2/001,Ghulam Haidar Meher Construction Company,5.75,10,147.4,246666,15-Oct-11,18-Oct-11,1-Dec-11,4-Jul-12,4-Jul-12,Completed,3046,100,4,17,2,NERAP - MRRD - TF,1434,171,16,Gravelling
North East,Takhar,Ishkamish,RRD/TF/NERAP/NRHE/TKR/020/C2/001,Nero Engineering and Construction Company,16.45,31,1313.4,835827.9,9-Jun-12,5-Jun-12,16-Jul-12,31-May-13,31-Oct-13,Completed,7363,100,4,17,2,NERAP - MRRD - TF,513,141,14,Gravelling
North East,Takhar,Kalafgan,RRD/TF/NERAP/NRHE/TKR/047/C1/001,Community,0.7,,75,44410.68,3-Apr-13,30-May-13,30-May-13,15-Aug-13,3-Nov-13,Completed,3491,100,4,17,2,NERAP - MRRD - TF,2,145,14,Gravelling
North East,Takhar,Kalafgan,RRD/TF/NERAP/NRHE/TKR/047/C1/002,Community,0.7,,21.8,19169.66,3-Apr-13,30-May-13,30-May-13,15-Aug-13,3-Nov-13,Completed,3075,100,4,17,2,NERAP - MRRD - TF,2,145,14,Gravelling
North East,Takhar,Kalafgan,RRD/TF/NERAP/NRHE/TKR/047/C1/003,Community,0.6,,190,39628.12,7-Sep-13,7-Sep-13,30-Nov-13,6-Dec-13,30-Nov-13,Completed,2500,100,4,17,2,NERAP - MRRD - TF,2,145,14,Gravelling
North,Balkh,Balkh,RRD/TF/NERAP/NTH/BLH/010/C1/001,Community,0.63,,,25620.32,14-Mar-11,26-Mar-11,26-Mar-11,24-Jun-11,1-Dec-11,Completed,2084,100,4,17,2,NERAP - MRRD - TF,2,256,22,Gravelling
North,Balkh,Balkh,RRD/TF/NERAP/NTH/BLH/010/C1/002,Community,0.63,,,24130.6,14-Mar-11,26-Mar-11,26-Mar-11,24-Jun-11,1-Dec-11,Completed,1696,100,4,17,2,NERAP - MRRD - TF,2,256,22,Gravelling
North,Balkh,Balkh,RRD/TF/NERAP/NTH/BLH/010/C1/003,Community,0.24,,,23510.54,14-Mar-11,26-Mar-11,26-Mar-11,24-Jun-11,1-Dec-11,Completed,1676,100,4,17,2,NERAP - MRRD - TF,2,256,22,Gravelling
North,Balkh,Balkh,RRD/TF/NERAP/NTH/BLH/010/C1/004,Community,0.99,,,26751.2,14-Mar-11,16-Mar-11,26-Mar-11,24-Jun-11,1-Dec-11,Completed,1748,100,4,17,2,NERAP - MRRD - TF,2,256,22,Gravelling
North,Balkh,Dihdadi,RRD/TF/NERAP/NTH/BLH/019/C1/001,Community,1.4,,1.8,26415.24,16-Apr-13,16-Apr-13,16-Apr-13,15-Jul-13,31-Aug-13,Completed,550,100,4,17,2,NERAP - MRRD - TF,2,262,22,Gravelling
North,Balkh,Dihdadi,RRD/TF/NERAP/NTH/BLH/019/C1/002,Community,1.3,,2.4,28559,16-Apr-13,16-Apr-13,16-Apr-13,15-Jul-13,31-Aug-13,Completed,550,100,4,17,2,NERAP - MRRD - TF,2,262,22,Gravelling
North,Balkh,Dihdadi,RRD/TF/NERAP/NTH/BLH/019/C1/003,Community,1.13,,3,29278.35,16-Apr-13,16-Apr-13,16-Apr-13,15-Jul-13,31-Aug-13,Completed,550,100,4,17,2,NERAP - MRRD - TF,2,262,22,Gravelling
North,Balkh,Nahri Shahi,RRD/TF/NERAP/NTH/BLH/020/C1/001,Community,0.51,,4.2,25683.72,27-Jul-13,31-Aug-13,1-Oct-13,30-Nov-13,30-Dec-13,Completed,1200,50,4,17,2,NERAP - MRRD - TF,2,252,22,Gravelling
North,Faryab,Khwaja Sabz Posh,RRD/TF/NERAP/NTH/FRB/006/C1/001,Community,1.08,,82.2,40139.24,7-Sep-13,7-Sep-13,1-Oct-13,6-Dec-13,30-Dec-13,Completed,1608,100,4,17,2,NERAP - MRRD - TF,2,291,24,Gravelling
North,Faryab,Khwaja Sabz Posh,RRD/TF/NERAP/NTH/FRB/006/C1/002,Community,1.27,,51.6,37546.42,7-Sep-13,7-Sep-13,1-Oct-13,6-Dec-13,30-Dec-13,Completed,1608,100,4,17,2,NERAP - MRRD - TF,2,291,24,Gravelling
North,Faryab,Khwaja Sabz Posh,RRD/TF/NERAP/NTH/FRB/006/C1/003,Community,0.98,,2.6,25279.94,7-Sep-13,7-Sep-13,1-Oct-13,6-Dec-13,30-Dec-13,Completed,1608,100,4,17,2,NERAP - MRRD - TF,2,291,24,Gravelling
North,Faryab,Khwaja Sabz Posh,RRD/TF/NERAP/NTH/FRB/006/C1/004,Community,0.66,,6.8,32386.11,7-Sep-13,7-Sep-13,1-Oct-13,6-Dec-13,30-Dec-13,Completed,1608,100,4,17,2,NERAP - MRRD - TF,2,291,24,Gravelling
North,Jawzjan,Shibirghan,RRD/TF/NERAP/NTH/JWN/011/C1/001,Community,1.2,,,20596.16,28-Feb-11,10-Mar-11,6-Sep-11,9-May-11,29-Dec-11,Completed,1388,100,4,17,6,NERAP - MRRD - TF,2,268,23,Gravelling
North,Jawzjan,Shibirghan,RRD/TF/NERAP/NTH/JWN/011/C1/002,Community,0.88,,,26256.94,28-Feb-11,10-Mar-11,6-Sep-11,9-May-11,29-Dec-11,Completed,1292,100,4,17,6,NERAP - MRRD - TF,2,268,23,Gravelling
North,Jawzjan,Shibirghan,RRD/TF/NERAP/NTH/JWN/011/C1/003,Community,0.46,,,10733.66,28-Feb-11,10-Mar-11,6-Sep-11,9-May-11,22-Dec-11,Completed,1068,100,4,17,6,NERAP - MRRD - TF,2,268,23,Gravelling
North,Samangan,Dara-I-Sufi Bala,RRD/TF/NERAP/NTH/SMN/024/C1/001,Community,1.7,,17.4,44881.02,11-Nov-13,11-Nov-13,11-Nov-13,3-Jan-14,30-Dec-13,Completed,676,100,4,17,2,NERAP - MRRD - TF,2,246,21,Gravelling
North,Samangan,Dara-I-Sufi Bala,RRD/TF/NERAP/NTH/SMN/024/C1/002,Community,1.05,,48.6,42591.61,11-Nov-13,11-Nov-13,11-Nov-13,3-Jan-14,30-Dec-13,Completed,676,100,4,17,2,NERAP - MRRD - TF,2,246,21,Gravelling
North,Samangan,Dara-I-Sufi Bala,RRD/TF/NERAP/NTH/SMN/024/C1/003,Community,1.25,,24.6,43751.35,11-Nov-13,11-Nov-13,11-Nov-13,3-Jan-14,30-Dec-13,Completed,676,100,4,17,2,NERAP - MRRD - TF,2,246,21,Gravelling
North,Samangan,Dara-I-Sufi Bala,RRD/TF/NERAP/NTH/SMN/024/C1/004,Community,1.1,,26.5,42365.58,11-Nov-13,11-Nov-13,11-Nov-13,3-Jan-14,30-Dec-13,Completed,676,100,4,17,2,NERAP - MRRD - TF,2,246,21,Gravelling
North,Sari Pul,Balkhab,RRD/TF/NERAP/NTH/SRL/007/C2/002,Sanjar Construction Company,15,,,396412.24,27-Dec-10,3-Jan-11,25-Apr-11,18-Jan-12,23-Jan-13,Completed,7315,100,4,17,2,NERAP - MRRD - TF,1425,296,25,Gravelling
North,Sari Pul,Balkhab,RRD/TF/NERAP/NTH/SRL/007/C2/003,Aryana Mushtarak Construction Company,19,,239,518405.39,27-Dec-10,3-Jan-11,25-Apr-11,5-Aug-12,5-Aug-12,Completed,5434,100,4,17,2,NERAP - MRRD - TF,1426,296,25,Gravelling
South East,Ghazni,Malistan,RRD/TF/NERAP/STHE/GZI/009/C2/001,Afghan Ghori Construction Company,13,,577.8,321107.98,22-Jun-10,22-Jun-10,30-Jun-10,14-Aug-11,25-Aug-11,Completed,8551,100,4,17,2,NERAP - MRRD - TF,1058,183,17,Gravelling
South East,Ghazni,Jaghuri,RRD/TF/NERAP/STHE/GZI/012/C2/001,Sanjar Construction Company,15,,413,503298.68,30-Apr-11,27-Apr-11,27-Apr-11,10-Jun-12,1-Sep-12,Completed,5404,100,4,17,2,NERAP - MRRD - TF,1425,184,17,Gravelling
West,Badghis,Balaurghab,RRD/TF/NERAP/WEST/BDS/001/C2/001,Froogh Construction Company,26.7,40,0.6,988375.18,29-Aug-09,30-Aug-09,30-Sep-09,21-Feb-11,30-Dec-13,Completed,5982,95,4,17,6,NERAP - MRRD - TF,584,360,31,Gravelling
Badakhshan,Badakhshan,Shuhada,RRD/WB/ARAP/BKN/BKN/086/R/C2/001,Malik Hazhdar Road and Construction Company,5.6,21,1111,820364,20-Apr-14,13-Apr-14,19-Jun-14,18-May-15,30-Oct-15,Completed,6099,100,4,22,2,ARAP-MRRD-WB,1486,409,34,Gravel & RCC Bridge
Badakhshan,Badakhshan,Baharak,RRD/WB/ARAP/BKN/BKN/087/R/C2/001,Ghulam Nabi Yaqoobi Construction and Road Building Company,6,7.6,153.1,390356.59,8-Dec-13,2-Dec-13,18-Mar-14,10-Jun-14,15-Dec-14,Completed,3413,100,4,22,2,ARAP-MRRD-WB,1306,395,34,Gravel & RCC Slab Bridge
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/001,Community,5.42,,79,57174.88,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,3243,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/002,Community,7.93,,83,57165.77,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2890,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/003,Community,0.68,,,57175.53,1-Feb-13,2-Feb-13,6-Jun-13,15-Aug-13,30-Dec-13,Completed,2919,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/004,Community,0.78,,,57185.34,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2785,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/005,Community,0.17,,,57174.19,30-Mar-13,2-Feb-13,6-Jun-13,15-Aug-13,30-Dec-13,Completed,2987,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/006,Community,0.49,,,57183.42,1-Feb-13,2-Feb-13,6-Jun-13,15-Aug-13,30-Dec-13,Completed,2882,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/007,Community,0.63,,,57175.68,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2948,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/008,Community,0.2,,,57162.57,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2620,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/009,Community,0.5,,,57166.27,1-Feb-13,2-Feb-13,16-Jun-13,15-Aug-13,30-Dec-13,Completed,2706,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/010,Community,0.21,,,57172.25,1-Feb-13,2-Feb-13,2-Feb-13,15-Aug-13,30-Dec-13,Completed,2962,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/011,Community,0.24,,,57183.91,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2774,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/012,Community,0.34,,,57191.92,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,3104,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/013,Community,2.29,,,57174.53,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,3056,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/014,Community,2.34,,,57159.67,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2736,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Khwahan,RRD/WB/ARAP/BKN/BKN/088/R/C1/015,Community,2.67,,,57188.68,1-Feb-13,2-Feb-13,1-Jun-13,15-Aug-13,30-Dec-13,Completed,2888,100,4,22,2,ARAP-MRRD-WB,2,398,34,Gravelling
Badakhshan,Badakhshan,Kohistan,RRD/WB/ARAP/BKN/BKN/095/B/C2/001,Ghulam Nabi Yaqoobi Construction and Road Building Company,,32,,311029.93,19-Oct-14,11-Oct-14,22-Nov-14,19-Aug-15,18-Oct-16,Completed,6401,100,4,22,6,ARAP-MRRD-WB,1306,406,34,Bridge
Badakhshan,Badakhshan,Ragh,RRD/WB/ARAP/BKN/BKN/096/B/C2/001,Arab Shah Construction Company,,51,,343091.08,18-Nov-14,16-Nov-14,12-Jun-15,29-Oct-15,17-Sep-16,Completed,4515,100,4,22,6,ARAP-MRRD-WB,551,399,34,Bridge
Badakhshan,Badakhshan,Fayzabad,RRD/WB/ARAP/BKN/BKN/172/R/C2/001,Afghan Construction Companies Umbrella (A.C.C.U),6.07,21,4780.3,1448601.06,10-Aug-17,10-Aug-17,10-Aug-17,16-Aug-18,1-Jun-19,Completed,7551,100,4,28,6,ARAP-ADD-MRRD-WB,17552,388,34,Hot Mix Asphalt
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/001,Community,1.3,,47,117297.66,20-Sep-18,15-Oct-18,15-Dec-18,26-Aug-19,30-Sep-19,Completed,4764,92,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Concrate RCC
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/002,Community,0.8,,23,118061.95,29-Sep-18,15-Oct-18,15-Dec-18,11-Aug-19,30-Sep-19,Completed,5021,92,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/003,Community,0.7,,33,116889.92,29-Sep-18,15-Oct-18,15-Mar-19,11-Oct-19,30-Sep-19,Completed,4343,92,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/004,Community,0.9,,110,115321.27,29-Sep-18,15-Oct-18,15-Mar-19,11-Aug-19,15-Nov-19,Completed,3324,100,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/005,Community,1.6,,25,118462,29-Sep-18,1-Nov-18,15-Mar-19,27-Sep-19,15-Nov-19,Completed,3175,100,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/006,Community,1.1,,102,116794.42,29-Sep-18,1-Nov-18,15-Mar-19,12-Sep-19,15-Nov-19,Completed,4165,100,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/007,Community,0.7,,22,118601.62,29-Sep-18,1-Nov-18,15-Mar-19,28-Aug-19,15-Nov-19,Completed,4329,100,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/008,Community,0.7,,,123417.2,10-Nov-18,10-Nov-18,15-Mar-19,6-Oct-19,6-Oct-19,Completed,3695,100,4,28,2,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/009,Community,2.4,,60,123597.43,11-Jun-19,22-Jun-19,25-Jun-19,17-Jan-20,26-Jul-20,Completed,4277,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/010,Community,1.1,,,116196.38,6-Aug-19,10-Aug-19,2-Aug-19,31-Dec-19,16-Jun-20,Completed,3363,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/013,Community,0.77,,30,114074.49,11-Jun-19,1-Jul-19,25-Jun-19,18-Nov-19,19-Jun-20,Completed,4377,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/014,Community,0.7,,60,123578.55,11-Jun-19,1-Jul-19,25-Jun-19,18-Nov-19,19-Jun-20,Completed,4856,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/015,Community,0.8,,140,121930.56,19-Jul-19,23-Jul-19,2-Aug-19,19-Dec-19,27-Jul-20,Completed,3628,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/016,Community,0.7,,20,119832.63,11-Jun-19,1-Jul-19,25-Jun-19,28-Nov-19,27-Jul-20,Completed,5196,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/017,Community,0.9,,45,116434.7,11-Jun-19,1-Jul-19,25-Jun-19,28-Nov-19,26-Jul-20,Completed,4643,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/018,Community,0.9,,60,118719.68,11-Jun-19,1-Jul-19,25-Jun-19,28-Nov-19,27-Jul-20,Completed,4580,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/019,Community,1,,85,124024.95,11-Jun-19,1-Jul-19,25-Jun-19,12-Dec-19,20-Jul-19,Completed,4077,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/020,Community,1.3,,15,124551.12,11-Jun-19,1-Jul-19,25-Jun-19,28-Dec-19,26-Jul-20,Completed,4343,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Badakhshan,Badakhshan,Wakhan,RRD/WB/ARAP/BKN/BKN/174/C1/021,Community,0.4,,70,99691.57,29-Jun-19,11-Jul-19,2-Aug-19,7-Jan-20,27-Jul-20,Completed,3819,100,4,28,6,ARAP-ADD-MRRD-WB,2,393,34,Gravelling
Centeral Highlands,Bamyan,Bamyan,RRD/WB/ARAP/CHL/BMN/035/R/C2/001,Mushtaq Hamidi Construction Company,19.6,,690.85,588332.04,29-May-13,29-Jun-13,1-Jul-13,16-Dec-14,30-Sep-14,Completed,48105,100,4,22,6,ARAP-MRRD-WB,1452,11,2,Gravelling
Centeral Highlands,Bamyan,Waras,RRD/WB/ARAP/CHL/BMN/036/R/C2/001,"JV (Build tech Engineering & const, Shams Afghan Const. Co)",20,,402.4,812753.89,25-Jun-13,12-Jun-13,12-Jul-13,6-Aug-14,14-Oct-15,Completed,176477,100,4,22,2,ARAP-MRRD-WB,3544,16,2,Gravelling
Centeral Highlands,Bamyan,Kahmard,RRD/WB/ARAP/CHL/BMN/037/B/C2/001,Afghan Bam Construction Company,,17,,116163.72,6-Oct-13,2-Oct-13,1-Nov-13,9-Jul-14,9-Jul-14,Completed,3348,100,4,22,6,ARAP-MRRD-WB,1169,13,2,Bridge
Centeral Highlands,Bamyan,Bamyan,RRD/WB/ARAP/CHL/BMN/039/R/C2/001,"Shuja Amin Construction, Production of Construction Materials and Road Making Company",10.27,,,299308.5,12-Oct-13,13-Oct-13,1-Nov-13,30-Jul-14,28-Sep-14,Completed,12737,100,4,22,2,ARAP-MRRD-WB,532,11,2,Gravelling
Centeral Highlands,Bamyan,Yakawlang,RRD/WB/ARAP/CHL/BMN/040/B/C2/001,Bakhtar Afghan Construction Company,,15,,104563.56,2-Dec-13,24-Nov-13,24-Nov-13,1-Aug-14,1-Nov-14,Completed,3390,100,4,22,6,ARAP-MRRD-WB,951,14,2,Bridge
Centeral Highlands,Bamyan,Panjab,RRD/WB/ARAP/CHL/BMN/041/B/C2/001,Afghan Bam Construction Company,,11,,134219.95,12-Nov-13,9-Nov-13,9-Nov-13,15-Aug-14,15-Aug-14,Completed,4102,100,4,22,6,ARAP-MRRD-WB,1169,15,2,Bridge
Centeral Highlands,Daykundi,Kiti,RRD/WB/ARAP/CHL/DKI/022/R/C2/001,Shams Afghan Construction Company,11.8,,180.15,585700.93,19-Oct-13,6-Oct-13,10-Nov-13,19-Jan-15,24-Dec-14,Completed,154547,100,4,22,2,ARAP-MRRD-WB,1085,23,3,Gravelling
Centeral Highlands,Daykundi,Khadir,RRD/WB/ARAP/CHL/DKI/023/R/C2/001,Hamkar Construction Company,18,21,401.01,977774.68,11-Jan-14,8-Jan-14,8-Jan-14,2-Jul-15,6-Jun-16,Completed,20285,100,4,22,2,ARAP-MRRD-WB,454,22,3,Gravel & Bridge
Centeral Highlands,Daykundi,Khadir,RRD/WB/ARAP/CHL/DKI/023/R/C2/002,Cosmo Road & Construction Company Ltd,14.4,15,232.7,1084287,22-Feb-14,4-Feb-14,4-Feb-14,29-Jul-15,5-Dec-15,Completed,17676,100,4,22,2,ARAP-MRRD-WB,1479,22,3,Gravelling
Centeral Highlands,Daykundi,Miramor,RRD/WB/ARAP/CHL/DKI/026/B/C2/001,Sadat Barak Construction & and Road Bailding Company,,34,,178278.13,6-Aug-17,6-Aug-17,8-Aug-17,30-Jan-18,11-Oct-18,Completed,3334,100,4,28,6,ARAP-ADD-MRRD-WB,12551,24,3,Bridge
Centeral Highlands,Ghor,Taywara,RRD/WB/ARAP/CHL/GHR/029/R/C2/001,Tabish Omid Construction Company,28.54,,288.05,1193279.45,6-Aug-14,3-Aug-14,18-Nov-14,6-Dec-15,5-Jun-16,Completed,21356,100,4,22,2,ARAP-MRRD-WB,1465,5,1,Gravelling
Centeral Highlands,Ghor,Shahrak,RRD/WB/ARAP/CHL/GHR/030/R/C2/001,Tabish Omid Construction Company,9.66,,166.7,456319.3,25-Dec-13,23-Dec-13,23-Dec-13,29-Oct-14,1-Nov-14,Completed,13923,100,4,22,2,ARAP-MRRD-WB,1465,2,1,Gravelling
Centeral Highlands,Ghor,Dawlat Yar,RRD/WB/ARAP/CHL/GHR/031/R/C2/001,Bratharan Dawlatyar Construction and Road Construction Company,10.85,,261.3,365689.06,21-May-13,25-May-13,25-May-13,15-Jan-14,5-Dec-13,Completed,12423,100,4,22,2,ARAP-MRRD-WB,1086,9,1,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/001,Community,1,,4,42548.78,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,1689,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/002,Community,1,,31,42175.81,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,2046,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/003,Community,1,,2,41507.08,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,2088,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/004,Community,0.7,,18.2,30046.47,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,2189,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/005,Community,1,,31,42745.99,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,1723,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/006,Community,1.2,,33,51203.08,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,1748,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/007,Community,0.7,,35,30064.86,30-Mar-14,15-Jun-14,15-Aug-14,15-Nov-14,31-Dec-14,Completed,1997,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Pech,RRD/WB/ARAP/EAST/KUN/012/R/C1/008,Community,0.9,,2,38165.56,30-Mar-14,15-Jun-14,15-Sep-14,15-Nov-14,31-Dec-14,Completed,1380,100,4,22,2,ARAP-MRRD-WB,2,476,12,Gravelling
East,Kunar,Nurgal,RRD/WB/ARAP/EAST/KUN/013/R/C2/001,Reshad Naseri Construction Limited,10.84,,1710,476758.41,21-Jul-15,7-Jul-15,3-Sep-15,24-Jun-16,15-May-18,Completed,10657,100,4,22,2,ARAP-MRRD-WB,1532,126,12,Gravelling
